itemid,datasetid,hasbird
b029_190_200,TUT-acoustic-scenes-2017,0
b029_180_190,TUT-acoustic-scenes-2017,0
b029_170_180,TUT-acoustic-scenes-2017,0
b029_150_160,TUT-acoustic-scenes-2017,0
b029_160_170,TUT-acoustic-scenes-2017,0
b029_210_220,TUT-acoustic-scenes-2017,0
b029_220_230,TUT-acoustic-scenes-2017,0
b029_230_240,TUT-acoustic-scenes-2017,0
b029_10_20,TUT-acoustic-scenes-2017,0
b029_20_30,TUT-acoustic-scenes-2017,0
b029_0_10,TUT-acoustic-scenes-2017,0
b029_60_70,TUT-acoustic-scenes-2017,0
b029_80_90,TUT-acoustic-scenes-2017,0
b029_70_80,TUT-acoustic-scenes-2017,0
b029_50_60,TUT-acoustic-scenes-2017,0
b029_40_50,TUT-acoustic-scenes-2017,0
b029_30_40,TUT-acoustic-scenes-2017,0
a034_10_20,TUT-acoustic-scenes-2017,0
a034_0_10,TUT-acoustic-scenes-2017,0
a034_20_30,TUT-acoustic-scenes-2017,0
a034_150_160,TUT-acoustic-scenes-2017,0
a034_160_170,TUT-acoustic-scenes-2017,0
a034_170_180,TUT-acoustic-scenes-2017,0
a034_110_120,TUT-acoustic-scenes-2017,0
a034_100_110,TUT-acoustic-scenes-2017,0
a034_90_100,TUT-acoustic-scenes-2017,0
a034_40_50,TUT-acoustic-scenes-2017,0
a034_50_60,TUT-acoustic-scenes-2017,0
a034_30_40,TUT-acoustic-scenes-2017,0
a034_80_90,TUT-acoustic-scenes-2017,0
a034_70_80,TUT-acoustic-scenes-2017,0
a034_60_70,TUT-acoustic-scenes-2017,0
a034_130_140,TUT-acoustic-scenes-2017,0
a034_120_130,TUT-acoustic-scenes-2017,0
a034_140_150,TUT-acoustic-scenes-2017,0
b044_110_120,TUT-acoustic-scenes-2017,0
b044_90_100,TUT-acoustic-scenes-2017,0
b044_100_110,TUT-acoustic-scenes-2017,0
b044_70_80,TUT-acoustic-scenes-2017,0
b044_60_70,TUT-acoustic-scenes-2017,0
b044_80_90,TUT-acoustic-scenes-2017,0
b044_0_10,TUT-acoustic-scenes-2017,0
b044_20_30,TUT-acoustic-scenes-2017,0
b044_10_20,TUT-acoustic-scenes-2017,0
b044_160_170,TUT-acoustic-scenes-2017,0
b044_150_160,TUT-acoustic-scenes-2017,0
b044_170_180,TUT-acoustic-scenes-2017,0
b044_140_150,TUT-acoustic-scenes-2017,0
b044_130_140,TUT-acoustic-scenes-2017,0
b044_120_130,TUT-acoustic-scenes-2017,0
b044_40_50,TUT-acoustic-scenes-2017,0
b044_50_60,TUT-acoustic-scenes-2017,0
b044_30_40,TUT-acoustic-scenes-2017,0
b037_210_220,TUT-acoustic-scenes-2017,0
b037_220_230,TUT-acoustic-scenes-2017,0
b037_230_240,TUT-acoustic-scenes-2017,0
b037_80_90,TUT-acoustic-scenes-2017,0
b037_60_70,TUT-acoustic-scenes-2017,0
b037_70_80,TUT-acoustic-scenes-2017,0
b037_170_180,TUT-acoustic-scenes-2017,0
b037_150_160,TUT-acoustic-scenes-2017,0
b037_160_170,TUT-acoustic-scenes-2017,0
b037_20_30,TUT-acoustic-scenes-2017,0
b037_10_20,TUT-acoustic-scenes-2017,0
b037_0_10,TUT-acoustic-scenes-2017,0
b037_140_150,TUT-acoustic-scenes-2017,0
b037_120_130,TUT-acoustic-scenes-2017,0
b037_130_140,TUT-acoustic-scenes-2017,0
b037_190_200,TUT-acoustic-scenes-2017,0
b037_180_190,TUT-acoustic-scenes-2017,0
b037_200_210,TUT-acoustic-scenes-2017,0
b036_70_80,TUT-acoustic-scenes-2017,0
b036_80_90,TUT-acoustic-scenes-2017,0
b036_60_70,TUT-acoustic-scenes-2017,0
b036_230_240,TUT-acoustic-scenes-2017,0
b036_210_220,TUT-acoustic-scenes-2017,0
b036_220_230,TUT-acoustic-scenes-2017,0
b036_0_10,TUT-acoustic-scenes-2017,0
b036_20_30,TUT-acoustic-scenes-2017,0
b036_10_20,TUT-acoustic-scenes-2017,0
b036_110_120,TUT-acoustic-scenes-2017,0
b036_90_100,TUT-acoustic-scenes-2017,0
b036_100_110,TUT-acoustic-scenes-2017,0
b036_200_210,TUT-acoustic-scenes-2017,0
b036_180_190,TUT-acoustic-scenes-2017,0
b036_190_200,TUT-acoustic-scenes-2017,0
b036_160_170,TUT-acoustic-scenes-2017,0
b036_150_160,TUT-acoustic-scenes-2017,0
b036_170_180,TUT-acoustic-scenes-2017,0
b035_0_10,TUT-acoustic-scenes-2017,0
b035_10_20,TUT-acoustic-scenes-2017,0
b035_20_30,TUT-acoustic-scenes-2017,0
b035_80_90,TUT-acoustic-scenes-2017,0
b035_60_70,TUT-acoustic-scenes-2017,0
b035_70_80,TUT-acoustic-scenes-2017,0
b035_40_50,TUT-acoustic-scenes-2017,0
b035_30_40,TUT-acoustic-scenes-2017,0
b035_50_60,TUT-acoustic-scenes-2017,0
b035_170_180,TUT-acoustic-scenes-2017,0
b035_150_160,TUT-acoustic-scenes-2017,0
b035_160_170,TUT-acoustic-scenes-2017,0
b035_200_210,TUT-acoustic-scenes-2017,0
b035_180_190,TUT-acoustic-scenes-2017,0
b035_190_200,TUT-acoustic-scenes-2017,0
b035_90_100,TUT-acoustic-scenes-2017,0
b035_100_110,TUT-acoustic-scenes-2017,0
b035_110_120,TUT-acoustic-scenes-2017,0
b035_140_150,TUT-acoustic-scenes-2017,0
b035_130_140,TUT-acoustic-scenes-2017,0
b035_120_130,TUT-acoustic-scenes-2017,0
b034_0_10,TUT-acoustic-scenes-2017,0
b034_10_20,TUT-acoustic-scenes-2017,0
b034_20_30,TUT-acoustic-scenes-2017,0
b034_190_200,TUT-acoustic-scenes-2017,0
b034_200_210,TUT-acoustic-scenes-2017,0
b034_180_190,TUT-acoustic-scenes-2017,0
b034_140_150,TUT-acoustic-scenes-2017,0
b034_130_140,TUT-acoustic-scenes-2017,0
b034_120_130,TUT-acoustic-scenes-2017,0
b034_170_180,TUT-acoustic-scenes-2017,0
b034_150_160,TUT-acoustic-scenes-2017,0
b034_160_170,TUT-acoustic-scenes-2017,0
b034_230_240,TUT-acoustic-scenes-2017,0
b034_220_230,TUT-acoustic-scenes-2017,0
b034_210_220,TUT-acoustic-scenes-2017,0
b034_70_80,TUT-acoustic-scenes-2017,0
b034_60_70,TUT-acoustic-scenes-2017,0
b034_80_90,TUT-acoustic-scenes-2017,0
b034_50_60,TUT-acoustic-scenes-2017,0
b034_30_40,TUT-acoustic-scenes-2017,0
b034_40_50,TUT-acoustic-scenes-2017,0
b034_100_110,TUT-acoustic-scenes-2017,0
b034_110_120,TUT-acoustic-scenes-2017,0
b034_90_100,TUT-acoustic-scenes-2017,0
b025_160_170,TUT-acoustic-scenes-2017,0
b025_150_160,TUT-acoustic-scenes-2017,0
b025_170_180,TUT-acoustic-scenes-2017,0
b025_100_110,TUT-acoustic-scenes-2017,0
b025_110_120,TUT-acoustic-scenes-2017,0
b025_90_100,TUT-acoustic-scenes-2017,0
b025_190_200,TUT-acoustic-scenes-2017,0
b025_180_190,TUT-acoustic-scenes-2017,0
b025_200_210,TUT-acoustic-scenes-2017,0
b025_70_80,TUT-acoustic-scenes-2017,0
b025_60_70,TUT-acoustic-scenes-2017,0
b025_80_90,TUT-acoustic-scenes-2017,0
b025_10_20,TUT-acoustic-scenes-2017,0
b025_0_10,TUT-acoustic-scenes-2017,0
b025_20_30,TUT-acoustic-scenes-2017,0
b025_120_130,TUT-acoustic-scenes-2017,0
b025_140_150,TUT-acoustic-scenes-2017,0
b025_130_140,TUT-acoustic-scenes-2017,0
b039_120_130,TUT-acoustic-scenes-2017,0
b039_130_140,TUT-acoustic-scenes-2017,0
b039_140_150,TUT-acoustic-scenes-2017,0
b039_170_180,TUT-acoustic-scenes-2017,0
b039_160_170,TUT-acoustic-scenes-2017,0
b039_150_160,TUT-acoustic-scenes-2017,0
b039_70_80,TUT-acoustic-scenes-2017,0
b039_60_70,TUT-acoustic-scenes-2017,0
b039_80_90,TUT-acoustic-scenes-2017,0
b039_100_110,TUT-acoustic-scenes-2017,0
b039_90_100,TUT-acoustic-scenes-2017,0
b039_110_120,TUT-acoustic-scenes-2017,0
b039_200_210,TUT-acoustic-scenes-2017,0
b039_190_200,TUT-acoustic-scenes-2017,0
b039_180_190,TUT-acoustic-scenes-2017,0
b039_20_30,TUT-acoustic-scenes-2017,0
b039_0_10,TUT-acoustic-scenes-2017,0
b039_10_20,TUT-acoustic-scenes-2017,0
b039_40_50,TUT-acoustic-scenes-2017,0
b039_50_60,TUT-acoustic-scenes-2017,0
b039_30_40,TUT-acoustic-scenes-2017,0
b039_210_220,TUT-acoustic-scenes-2017,0
b039_230_240,TUT-acoustic-scenes-2017,0
b039_220_230,TUT-acoustic-scenes-2017,0
b038_160_170,TUT-acoustic-scenes-2017,0
b038_150_160,TUT-acoustic-scenes-2017,0
b038_170_180,TUT-acoustic-scenes-2017,0
b038_90_100,TUT-acoustic-scenes-2017,0
b038_100_110,TUT-acoustic-scenes-2017,0
b038_110_120,TUT-acoustic-scenes-2017,0
b038_220_230,TUT-acoustic-scenes-2017,0
b038_210_220,TUT-acoustic-scenes-2017,0
b038_230_240,TUT-acoustic-scenes-2017,0
b038_120_130,TUT-acoustic-scenes-2017,0
b038_130_140,TUT-acoustic-scenes-2017,0
b038_140_150,TUT-acoustic-scenes-2017,0
b038_10_20,TUT-acoustic-scenes-2017,0
b038_0_10,TUT-acoustic-scenes-2017,0
b038_20_30,TUT-acoustic-scenes-2017,0
b038_50_60,TUT-acoustic-scenes-2017,0
b038_40_50,TUT-acoustic-scenes-2017,0
b038_30_40,TUT-acoustic-scenes-2017,0
b038_80_90,TUT-acoustic-scenes-2017,0
b038_70_80,TUT-acoustic-scenes-2017,0
b038_60_70,TUT-acoustic-scenes-2017,0
b047_100_110,TUT-acoustic-scenes-2017,0
b047_110_120,TUT-acoustic-scenes-2017,0
b047_90_100,TUT-acoustic-scenes-2017,0
b047_80_90,TUT-acoustic-scenes-2017,0
b047_60_70,TUT-acoustic-scenes-2017,0
b047_70_80,TUT-acoustic-scenes-2017,0
b047_50_60,TUT-acoustic-scenes-2017,0
b047_40_50,TUT-acoustic-scenes-2017,0
b047_30_40,TUT-acoustic-scenes-2017,0
b047_20_30,TUT-acoustic-scenes-2017,0
b047_10_20,TUT-acoustic-scenes-2017,0
b047_0_10,TUT-acoustic-scenes-2017,0
b047_140_150,TUT-acoustic-scenes-2017,0
b047_120_130,TUT-acoustic-scenes-2017,0
b047_130_140,TUT-acoustic-scenes-2017,0
b042_140_150,TUT-acoustic-scenes-2017,0
b042_120_130,TUT-acoustic-scenes-2017,0
b042_130_140,TUT-acoustic-scenes-2017,0
b042_100_110,TUT-acoustic-scenes-2017,0
b042_90_100,TUT-acoustic-scenes-2017,0
b042_110_120,TUT-acoustic-scenes-2017,0
b042_190_200,TUT-acoustic-scenes-2017,0
b042_200_210,TUT-acoustic-scenes-2017,0
b042_180_190,TUT-acoustic-scenes-2017,0
b042_60_70,TUT-acoustic-scenes-2017,0
b042_80_90,TUT-acoustic-scenes-2017,0
b042_70_80,TUT-acoustic-scenes-2017,0
b042_10_20,TUT-acoustic-scenes-2017,0
b042_20_30,TUT-acoustic-scenes-2017,0
b042_0_10,TUT-acoustic-scenes-2017,0
b042_210_220,TUT-acoustic-scenes-2017,0
b042_220_230,TUT-acoustic-scenes-2017,0
b042_230_240,TUT-acoustic-scenes-2017,0
b042_50_60,TUT-acoustic-scenes-2017,0
b042_40_50,TUT-acoustic-scenes-2017,0
b042_30_40,TUT-acoustic-scenes-2017,0
b041_10_20,TUT-acoustic-scenes-2017,0
b041_0_10,TUT-acoustic-scenes-2017,0
b041_20_30,TUT-acoustic-scenes-2017,0
b041_30_40,TUT-acoustic-scenes-2017,0
b041_40_50,TUT-acoustic-scenes-2017,0
b041_50_60,TUT-acoustic-scenes-2017,0
b041_140_150,TUT-acoustic-scenes-2017,0
b041_130_140,TUT-acoustic-scenes-2017,0
b041_120_130,TUT-acoustic-scenes-2017,0
b041_170_180,TUT-acoustic-scenes-2017,0
b041_160_170,TUT-acoustic-scenes-2017,0
b041_150_160,TUT-acoustic-scenes-2017,0
b041_220_230,TUT-acoustic-scenes-2017,0
b041_210_220,TUT-acoustic-scenes-2017,0
b041_230_240,TUT-acoustic-scenes-2017,0
b041_180_190,TUT-acoustic-scenes-2017,0
b041_200_210,TUT-acoustic-scenes-2017,0
b041_190_200,TUT-acoustic-scenes-2017,0
b048_40_50,TUT-acoustic-scenes-2017,0
b048_50_60,TUT-acoustic-scenes-2017,0
b048_30_40,TUT-acoustic-scenes-2017,0
b048_160_170,TUT-acoustic-scenes-2017,0
b048_150_160,TUT-acoustic-scenes-2017,0
b048_170_180,TUT-acoustic-scenes-2017,0
b048_190_200,TUT-acoustic-scenes-2017,0
b048_180_190,TUT-acoustic-scenes-2017,0
b048_200_210,TUT-acoustic-scenes-2017,0
b048_60_70,TUT-acoustic-scenes-2017,0
b048_70_80,TUT-acoustic-scenes-2017,0
b048_80_90,TUT-acoustic-scenes-2017,0
b048_0_10,TUT-acoustic-scenes-2017,0
b048_20_30,TUT-acoustic-scenes-2017,0
b048_10_20,TUT-acoustic-scenes-2017,0
b048_100_110,TUT-acoustic-scenes-2017,0
b048_90_100,TUT-acoustic-scenes-2017,0
b048_110_120,TUT-acoustic-scenes-2017,0
b049_130_140,TUT-acoustic-scenes-2017,0
b049_120_130,TUT-acoustic-scenes-2017,0
b049_140_150,TUT-acoustic-scenes-2017,0
b049_150_160,TUT-acoustic-scenes-2017,0
b049_170_180,TUT-acoustic-scenes-2017,0
b049_160_170,TUT-acoustic-scenes-2017,0
b049_0_10,TUT-acoustic-scenes-2017,0
b049_10_20,TUT-acoustic-scenes-2017,0
b049_20_30,TUT-acoustic-scenes-2017,0
b049_90_100,TUT-acoustic-scenes-2017,0
b049_100_110,TUT-acoustic-scenes-2017,0
b049_110_120,TUT-acoustic-scenes-2017,0
b049_30_40,TUT-acoustic-scenes-2017,0
b049_50_60,TUT-acoustic-scenes-2017,0
b049_40_50,TUT-acoustic-scenes-2017,0
b049_60_70,TUT-acoustic-scenes-2017,0
b049_80_90,TUT-acoustic-scenes-2017,0
b049_70_80,TUT-acoustic-scenes-2017,0
b068_220_230,TUT-acoustic-scenes-2017,0
b068_230_240,TUT-acoustic-scenes-2017,0
b068_210_220,TUT-acoustic-scenes-2017,0
b068_50_60,TUT-acoustic-scenes-2017,0
b068_30_40,TUT-acoustic-scenes-2017,0
b068_40_50,TUT-acoustic-scenes-2017,0
b068_100_110,TUT-acoustic-scenes-2017,0
b068_110_120,TUT-acoustic-scenes-2017,0
b068_90_100,TUT-acoustic-scenes-2017,0
b068_20_30,TUT-acoustic-scenes-2017,0
b068_0_10,TUT-acoustic-scenes-2017,0
b068_10_20,TUT-acoustic-scenes-2017,0
b069_210_220,TUT-acoustic-scenes-2017,0
b069_230_240,TUT-acoustic-scenes-2017,0
b069_220_230,TUT-acoustic-scenes-2017,0
b069_130_140,TUT-acoustic-scenes-2017,0
b069_120_130,TUT-acoustic-scenes-2017,0
b069_140_150,TUT-acoustic-scenes-2017,0
b069_250_260,TUT-acoustic-scenes-2017,0
b069_240_250,TUT-acoustic-scenes-2017,0
b069_260_270,TUT-acoustic-scenes-2017,0
b069_160_170,TUT-acoustic-scenes-2017,0
b069_150_160,TUT-acoustic-scenes-2017,0
b069_170_180,TUT-acoustic-scenes-2017,0
b069_0_10,TUT-acoustic-scenes-2017,0
b069_20_30,TUT-acoustic-scenes-2017,0
b069_10_20,TUT-acoustic-scenes-2017,0
b069_190_200,TUT-acoustic-scenes-2017,0
b069_180_190,TUT-acoustic-scenes-2017,0
b069_200_210,TUT-acoustic-scenes-2017,0
b073_50_60,TUT-acoustic-scenes-2017,0
b073_40_50,TUT-acoustic-scenes-2017,0
b073_30_40,TUT-acoustic-scenes-2017,0
b073_70_80,TUT-acoustic-scenes-2017,0
b073_60_70,TUT-acoustic-scenes-2017,0
b073_80_90,TUT-acoustic-scenes-2017,0
b073_10_20,TUT-acoustic-scenes-2017,0
b073_0_10,TUT-acoustic-scenes-2017,0
b073_20_30,TUT-acoustic-scenes-2017,0
b073_110_120,TUT-acoustic-scenes-2017,0
b073_100_110,TUT-acoustic-scenes-2017,0
b073_90_100,TUT-acoustic-scenes-2017,0
b073_120_130,TUT-acoustic-scenes-2017,0
b073_130_140,TUT-acoustic-scenes-2017,0
b073_140_150,TUT-acoustic-scenes-2017,0
b073_150_160,TUT-acoustic-scenes-2017,0
b073_170_180,TUT-acoustic-scenes-2017,0
b073_160_170,TUT-acoustic-scenes-2017,0
b072_140_150,TUT-acoustic-scenes-2017,0
b072_120_130,TUT-acoustic-scenes-2017,0
b072_130_140,TUT-acoustic-scenes-2017,0
b072_70_80,TUT-acoustic-scenes-2017,0
b072_60_70,TUT-acoustic-scenes-2017,0
b072_80_90,TUT-acoustic-scenes-2017,0
b072_210_220,TUT-acoustic-scenes-2017,0
b072_230_240,TUT-acoustic-scenes-2017,0
b072_220_230,TUT-acoustic-scenes-2017,0
b072_180_190,TUT-acoustic-scenes-2017,0
b072_200_210,TUT-acoustic-scenes-2017,0
b072_190_200,TUT-acoustic-scenes-2017,0
b072_280_290,TUT-acoustic-scenes-2017,0
b072_290_300,TUT-acoustic-scenes-2017,0
b072_270_280,TUT-acoustic-scenes-2017,0
b072_100_110,TUT-acoustic-scenes-2017,0
b072_90_100,TUT-acoustic-scenes-2017,0
b072_110_120,TUT-acoustic-scenes-2017,0
b072_30_40,TUT-acoustic-scenes-2017,0
b072_50_60,TUT-acoustic-scenes-2017,0
b072_40_50,TUT-acoustic-scenes-2017,0
b072_0_10,TUT-acoustic-scenes-2017,0
b072_20_30,TUT-acoustic-scenes-2017,0
b072_10_20,TUT-acoustic-scenes-2017,0
b072_260_270,TUT-acoustic-scenes-2017,0
b072_250_260,TUT-acoustic-scenes-2017,0
b072_240_250,TUT-acoustic-scenes-2017,0
b072_170_180,TUT-acoustic-scenes-2017,0
b072_150_160,TUT-acoustic-scenes-2017,0
b072_160_170,TUT-acoustic-scenes-2017,0
b071_50_60,TUT-acoustic-scenes-2017,0
b071_30_40,TUT-acoustic-scenes-2017,0
b071_40_50,TUT-acoustic-scenes-2017,0
b071_130_140,TUT-acoustic-scenes-2017,0
b071_120_130,TUT-acoustic-scenes-2017,0
b071_140_150,TUT-acoustic-scenes-2017,0
b071_160_170,TUT-acoustic-scenes-2017,0
b071_170_180,TUT-acoustic-scenes-2017,0
b071_150_160,TUT-acoustic-scenes-2017,0
b071_70_80,TUT-acoustic-scenes-2017,0
b071_60_70,TUT-acoustic-scenes-2017,0
b071_80_90,TUT-acoustic-scenes-2017,0
b071_90_100,TUT-acoustic-scenes-2017,0
b071_100_110,TUT-acoustic-scenes-2017,0
b071_110_120,TUT-acoustic-scenes-2017,0
b075_130_140,TUT-acoustic-scenes-2017,0
b075_120_130,TUT-acoustic-scenes-2017,0
b075_140_150,TUT-acoustic-scenes-2017,0
b075_0_10,TUT-acoustic-scenes-2017,0
b075_20_30,TUT-acoustic-scenes-2017,0
b075_10_20,TUT-acoustic-scenes-2017,0
b075_60_70,TUT-acoustic-scenes-2017,0
b075_70_80,TUT-acoustic-scenes-2017,0
b075_80_90,TUT-acoustic-scenes-2017,0
b075_150_160,TUT-acoustic-scenes-2017,0
b075_160_170,TUT-acoustic-scenes-2017,0
b075_170_180,TUT-acoustic-scenes-2017,0
b075_90_100,TUT-acoustic-scenes-2017,0
b075_100_110,TUT-acoustic-scenes-2017,0
b075_110_120,TUT-acoustic-scenes-2017,0
b075_40_50,TUT-acoustic-scenes-2017,0
b075_30_40,TUT-acoustic-scenes-2017,0
b075_50_60,TUT-acoustic-scenes-2017,0
a084_252_262,TUT-acoustic-scenes-2017,0
a084_262_272,TUT-acoustic-scenes-2017,0
a084_242_252,TUT-acoustic-scenes-2017,0
a084_92_102,TUT-acoustic-scenes-2017,0
a084_112_122,TUT-acoustic-scenes-2017,0
a084_102_112,TUT-acoustic-scenes-2017,0
a084_72_82,TUT-acoustic-scenes-2017,0
a084_62_72,TUT-acoustic-scenes-2017,0
a084_82_92,TUT-acoustic-scenes-2017,0
a084_132_142,TUT-acoustic-scenes-2017,0
a084_142_152,TUT-acoustic-scenes-2017,0
a084_122_132,TUT-acoustic-scenes-2017,0
a084_212_222,TUT-acoustic-scenes-2017,0
a084_232_242,TUT-acoustic-scenes-2017,0
a084_222_232,TUT-acoustic-scenes-2017,0
a084_152_162,TUT-acoustic-scenes-2017,0
a084_162_172,TUT-acoustic-scenes-2017,0
a084_172_182,TUT-acoustic-scenes-2017,0
a084_182_192,TUT-acoustic-scenes-2017,0
a084_202_212,TUT-acoustic-scenes-2017,0
a084_192_202,TUT-acoustic-scenes-2017,0
a158_70_80,TUT-acoustic-scenes-2017,0
a158_80_90,TUT-acoustic-scenes-2017,0
a158_60_70,TUT-acoustic-scenes-2017,0
a158_0_10,TUT-acoustic-scenes-2017,0
a158_20_30,TUT-acoustic-scenes-2017,0
a158_10_20,TUT-acoustic-scenes-2017,0
a158_40_50,TUT-acoustic-scenes-2017,0
a158_50_60,TUT-acoustic-scenes-2017,0
a158_30_40,TUT-acoustic-scenes-2017,0
a155_270_280,TUT-acoustic-scenes-2017,0
a155_280_290,TUT-acoustic-scenes-2017,0
a155_290_300,TUT-acoustic-scenes-2017,0
a155_160_170,TUT-acoustic-scenes-2017,0
a155_170_180,TUT-acoustic-scenes-2017,0
a155_150_160,TUT-acoustic-scenes-2017,0
a155_210_220,TUT-acoustic-scenes-2017,0
a155_230_240,TUT-acoustic-scenes-2017,0
a155_220_230,TUT-acoustic-scenes-2017,0
a155_240_250,TUT-acoustic-scenes-2017,0
a155_260_270,TUT-acoustic-scenes-2017,0
a155_250_260,TUT-acoustic-scenes-2017,0
a155_190_200,TUT-acoustic-scenes-2017,0
a155_200_210,TUT-acoustic-scenes-2017,0
a155_180_190,TUT-acoustic-scenes-2017,0
a155_70_80,TUT-acoustic-scenes-2017,0
a155_80_90,TUT-acoustic-scenes-2017,0
a155_60_70,TUT-acoustic-scenes-2017,0
a155_140_150,TUT-acoustic-scenes-2017,0
a155_130_140,TUT-acoustic-scenes-2017,0
a155_120_130,TUT-acoustic-scenes-2017,0
a155_40_50,TUT-acoustic-scenes-2017,0
a155_50_60,TUT-acoustic-scenes-2017,0
a155_30_40,TUT-acoustic-scenes-2017,0
a155_20_30,TUT-acoustic-scenes-2017,0
a155_10_20,TUT-acoustic-scenes-2017,0
a155_0_10,TUT-acoustic-scenes-2017,0
a155_90_100,TUT-acoustic-scenes-2017,0
a155_100_110,TUT-acoustic-scenes-2017,0
a155_110_120,TUT-acoustic-scenes-2017,0
a157_20_30,TUT-acoustic-scenes-2017,0
a157_10_20,TUT-acoustic-scenes-2017,0
a157_0_10,TUT-acoustic-scenes-2017,0
a157_140_150,TUT-acoustic-scenes-2017,0
a157_130_140,TUT-acoustic-scenes-2017,0
a157_120_130,TUT-acoustic-scenes-2017,0
a157_60_70,TUT-acoustic-scenes-2017,0
a157_80_90,TUT-acoustic-scenes-2017,0
a157_70_80,TUT-acoustic-scenes-2017,0
a157_207_217,TUT-acoustic-scenes-2017,0
a157_217_227,TUT-acoustic-scenes-2017,0
a157_197_207,TUT-acoustic-scenes-2017,0
a157_187_197,TUT-acoustic-scenes-2017,0
a157_177_187,TUT-acoustic-scenes-2017,0
a157_167_177,TUT-acoustic-scenes-2017,0
a157_110_120,TUT-acoustic-scenes-2017,0
a157_90_100,TUT-acoustic-scenes-2017,0
a157_100_110,TUT-acoustic-scenes-2017,0
a156_220_230,TUT-acoustic-scenes-2017,0
a156_230_240,TUT-acoustic-scenes-2017,0
a156_210_220,TUT-acoustic-scenes-2017,0
a156_80_90,TUT-acoustic-scenes-2017,0
a156_60_70,TUT-acoustic-scenes-2017,0
a156_70_80,TUT-acoustic-scenes-2017,0
a156_250_260,TUT-acoustic-scenes-2017,0
a156_260_270,TUT-acoustic-scenes-2017,0
a156_240_250,TUT-acoustic-scenes-2017,0
a156_120_130,TUT-acoustic-scenes-2017,0
a156_130_140,TUT-acoustic-scenes-2017,0
a156_140_150,TUT-acoustic-scenes-2017,0
a156_10_20,TUT-acoustic-scenes-2017,0
a156_0_10,TUT-acoustic-scenes-2017,0
a156_20_30,TUT-acoustic-scenes-2017,0
a156_110_120,TUT-acoustic-scenes-2017,0
a156_100_110,TUT-acoustic-scenes-2017,0
a156_90_100,TUT-acoustic-scenes-2017,0
a156_280_290,TUT-acoustic-scenes-2017,0
a156_270_280,TUT-acoustic-scenes-2017,0
a156_290_300,TUT-acoustic-scenes-2017,0
a089_250_260,TUT-acoustic-scenes-2017,0
a089_260_270,TUT-acoustic-scenes-2017,0
a089_240_250,TUT-acoustic-scenes-2017,0
a089_160_170,TUT-acoustic-scenes-2017,0
a089_170_180,TUT-acoustic-scenes-2017,0
a089_150_160,TUT-acoustic-scenes-2017,0
a089_130_140,TUT-acoustic-scenes-2017,0
a089_140_150,TUT-acoustic-scenes-2017,0
a089_120_130,TUT-acoustic-scenes-2017,0
a089_110_120,TUT-acoustic-scenes-2017,0
a089_90_100,TUT-acoustic-scenes-2017,0
a089_100_110,TUT-acoustic-scenes-2017,0
a089_70_80,TUT-acoustic-scenes-2017,0
a089_80_90,TUT-acoustic-scenes-2017,0
a089_60_70,TUT-acoustic-scenes-2017,0
a089_290_300,TUT-acoustic-scenes-2017,0
a089_280_290,TUT-acoustic-scenes-2017,0
a089_270_280,TUT-acoustic-scenes-2017,0
a089_0_10,TUT-acoustic-scenes-2017,0
a089_20_30,TUT-acoustic-scenes-2017,0
a089_10_20,TUT-acoustic-scenes-2017,0
a089_180_190,TUT-acoustic-scenes-2017,0
a089_190_200,TUT-acoustic-scenes-2017,0
a089_200_210,TUT-acoustic-scenes-2017,0
b113_20_30,TUT-acoustic-scenes-2017,0
b113_0_10,TUT-acoustic-scenes-2017,0
b113_10_20,TUT-acoustic-scenes-2017,0
b113_230_240,TUT-acoustic-scenes-2017,0
b113_210_220,TUT-acoustic-scenes-2017,0
b113_220_230,TUT-acoustic-scenes-2017,0
b113_50_60,TUT-acoustic-scenes-2017,0
b113_40_50,TUT-acoustic-scenes-2017,0
b113_30_40,TUT-acoustic-scenes-2017,0
b113_170_180,TUT-acoustic-scenes-2017,0
b113_160_170,TUT-acoustic-scenes-2017,0
b113_150_160,TUT-acoustic-scenes-2017,0
b113_90_100,TUT-acoustic-scenes-2017,0
b113_110_120,TUT-acoustic-scenes-2017,0
b113_100_110,TUT-acoustic-scenes-2017,0
b113_260_270,TUT-acoustic-scenes-2017,0
b113_250_260,TUT-acoustic-scenes-2017,0
b113_240_250,TUT-acoustic-scenes-2017,0
b113_270_280,TUT-acoustic-scenes-2017,0
b113_280_290,TUT-acoustic-scenes-2017,0
b113_290_300,TUT-acoustic-scenes-2017,0
b113_120_130,TUT-acoustic-scenes-2017,0
b113_140_150,TUT-acoustic-scenes-2017,0
b113_130_140,TUT-acoustic-scenes-2017,0
b113_60_70,TUT-acoustic-scenes-2017,0
b113_70_80,TUT-acoustic-scenes-2017,0
b113_80_90,TUT-acoustic-scenes-2017,0
b113_200_210,TUT-acoustic-scenes-2017,0
b113_180_190,TUT-acoustic-scenes-2017,0
b113_190_200,TUT-acoustic-scenes-2017,0
b115_140_150,TUT-acoustic-scenes-2017,0
b115_130_140,TUT-acoustic-scenes-2017,0
b115_120_130,TUT-acoustic-scenes-2017,0
b115_60_70,TUT-acoustic-scenes-2017,0
b115_80_90,TUT-acoustic-scenes-2017,0
b115_70_80,TUT-acoustic-scenes-2017,0
b115_240_250,TUT-acoustic-scenes-2017,0
b115_260_270,TUT-acoustic-scenes-2017,0
